"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload"
tx_tgaxp1krdd,GATEWAY_SETTLEMENT,pay_HEIYZMJK_3,62175,INR,2026-07-24,2026-08-26T09:58:53.632Z,GATEWAY_SPLIT_SETTLEMENT: 621.75 INR,"{""reference"":""pay_HEIYZMJK_3""}"
tx_4wlaygtm9dw,GATEWAY_SETTLEMENT,pay_HEIYZMJK_4,62174,INR,2026-07-24,2026-08-25T19:36:29.632Z,GATEWAY_SPLIT_SETTLEMENT: 621.74 INR,"{""reference"":""pay_HEIYZMJK_4""}"
tx_qg0o1ceah5,GATEWAY_SETTLEMENT,pay_PDSH57LZ_1,1725584,INR,2026-08-06,2026-08-25T21:09:17.632Z,GATEWAY_SPLIT_SETTLEMENT: 17255.84 INR,"{""reference"":""pay_PDSH57LZ_1""}"
tx_cyfkhdwk1n,GATEWAY_SETTLEMENT,pay_PDSH57LZ_2,1725583,INR,2026-08-06,2026-08-26T16:34:37.632Z,GATEWAY_SPLIT_SETTLEMENT: 17255.83 INR,"{""reference"":""pay_PDSH57LZ_2""}"
tx_muez77j35zc,GATEWAY_SETTLEMENT,pay_NPZKN1U5,4364807,INR,2026-08-05,2026-08-26T05:51:17.632Z,GATEWAY_SETTLEMENT: 43648.07 INR,"{""reference"":""pay_NPZKN1U5""}"
tx_7d37eybr3qt,GATEWAY_SETTLEMENT,pay_JN793N2V_1,848671,INR,2026-07-17,2026-08-26T11:38:05.632Z,GATEWAY_SPLIT_SETTLEMENT: 8486.71 INR,"{""reference"":""pay_JN793N2V_1""}"
tx_3iink04i7bt,GATEWAY_SETTLEMENT,pay_JN793N2V_2,848671,INR,2026-07-17,2026-08-25T20:20:53.632Z,GATEWAY_SPLIT_SETTLEMENT: 8486.71 INR,"{""reference"":""pay_JN793N2V_2""}"
tx_c0frerbv9b5,GATEWAY_SETTLEMENT,pay_JN793N2V_3,848671,INR,2026-07-17,2026-08-26T06:07:52.632Z,GATEWAY_SPLIT_SETTLEMENT: 8486.71 INR,"{""reference"":""pay_JN793N2V_3""}"
tx_8nt17sryu,GATEWAY_SETTLEMENT,pay_JN793N2V_4,848671,INR,2026-07-17,2026-08-25T21:03:37.632Z,GATEWAY_SPLIT_SETTLEMENT: 8486.71 INR,"{""reference"":""pay_JN793N2V_4""}"
tx_rii80316dgg,GATEWAY_SETTLEMENT,pay_JN793N2V_5,848670,INR,2026-07-17,2026-08-26T14:17:26.632Z,GATEWAY_SPLIT_SETTLEMENT: 8486.7 INR,"{""reference"":""pay_JN793N2V_5""}"
tx_imuf73bnm6,GATEWAY_SETTLEMENT,pay_N6Z423SA,1362159,INR,2026-07-23,2026-08-26T16:30:21.632Z,GATEWAY_SETTLEMENT: 13621.59 INR,"{""reference"":""pay_N6Z423SA""}"
tx_rhh7edpx93p,GATEWAY_SETTLEMENT,pay_O9M3W7Q6_1,466110,INR,2026-07-19,2026-08-25T20:33:43.632Z,GATEWAY_SPLIT_SETTLEMENT: 4661.1 INR,"{""reference"":""pay_O9M3W7Q6_1""}"
tx_g30480nymk,GATEWAY_SETTLEMENT,pay_O9M3W7Q6_2,466110,INR,2026-07-19,2026-08-26T10:51:50.632Z,GATEWAY_SPLIT_SETTLEMENT: 4661.1 INR,"{""reference"":""pay_O9M3W7Q6_2""}"
tx_t5wqa24j4ui,GATEWAY_SETTLEMENT,pay_O9M3W7Q6_3,466110,INR,2026-07-19,2026-08-26T07:10:58.632Z,GATEWAY_SPLIT_SETTLEMENT: 4661.1 INR,"{""reference"":""pay_O9M3W7Q6_3""}"
tx_nbr8vzwesu,GATEWAY_SETTLEMENT,pay_O9M3W7Q6_4,466110,INR,2026-07-19,2026-08-26T13:35:17.632Z,GATEWAY_SPLIT_SETTLEMENT: 4661.1 INR,"{""reference"":""pay_O9M3W7Q6_4""}"
tx_5rxnz1p9ixn,GATEWAY_SETTLEMENT,pay_O9M3W7Q6_5,466109,INR,2026-07-19,2026-08-26T01:28:06.632Z,GATEWAY_SPLIT_SETTLEMENT: 4661.09 INR,"{""reference"":""pay_O9M3W7Q6_5""}"
tx_y1tns6d2ba,GATEWAY_SETTLEMENT,pay_HVZ4J0DF,4285505,INR,2026-07-31,2026-08-26T00:42:18.632Z,GATEWAY_SALE: 42855.05 INR,"{""reference"":""pay_HVZ4J0DF""}"
tx_09u7ece3iuar,GATEWAY_SETTLEMENT,pay_HVZ4J0DF-REF,-1071376,INR,2026-07-31,2026-08-26T11:53:27.632Z,GATEWAY_REFUND: -10713.76 INR,"{""reference"":""pay_HVZ4J0DF-REF""}"
tx_ymeihdsbpnj,GATEWAY_SETTLEMENT,pay_BPGPL7P6_1,755829,INR,2026-08-03,2026-08-26T10:14:58.632Z,GATEWAY_SPLIT_SETTLEMENT: 7558.29 INR,"{""reference"":""pay_BPGPL7P6_1""}"
tx_vj5nsw9lufn,GATEWAY_SETTLEMENT,pay_BPGPL7P6_2,755829,INR,2026-08-03,2026-08-26T09:43:35.632Z,GATEWAY_SPLIT_SETTLEMENT: 7558.29 INR,"{""reference"":""pay_BPGPL7P6_2""}"
tx_y2k9rzw90n,GATEWAY_SETTLEMENT,pay_BPGPL7P6_3,755828,INR,2026-08-03,2026-08-26T18:10:29.632Z,GATEWAY_SPLIT_SETTLEMENT: 7558.28 INR,"{""reference"":""pay_BPGPL7P6_3""}"
tx_mqr93n19ayr,GATEWAY_SETTLEMENT,pay_Q435M2JZ_1,1577146,INR,2026-07-27,2026-08-26T04:48:35.632Z,GATEWAY_SPLIT_SETTLEMENT: 15771.46 INR,"{""reference"":""pay_Q435M2JZ_1""}"
tx_bc8z352oeug,GATEWAY_SETTLEMENT,pay_Q435M2JZ_2,1577145,INR,2026-07-27,2026-08-26T07:02:34.632Z,GATEWAY_SPLIT_SETTLEMENT: 15771.45 INR,"{""reference"":""pay_Q435M2JZ_2""}"
tx_qv6j01ce07q,GATEWAY_SETTLEMENT,pay_JV2HSOUO,1169087,INR,2026-08-02,2026-08-26T09:52:53.632Z,GATEWAY_SETTLEMENT: 11690.87 INR,"{""reference"":""pay_JV2HSOUO""}"
tx_82ce5ngv1c9,GATEWAY_SETTLEMENT,pay_LIZ0N8RJ,3257195,INR,2026-07-31,2026-08-25T16:57:28.632Z,BRAINTREE PAYMENT: 32571.95 INR,"{""gatewayProvider"":""PAYPAL""}"
tx_hi6lfundxnu,GATEWAY_SETTLEMENT,pay_VWF4RMWS_1,597007,INR,2026-08-22,2026-08-26T06:58:16.632Z,GATEWAY_SPLIT_SETTLEMENT: 5970.07 INR,"{""reference"":""pay_VWF4RMWS_1""}"
tx_0f1ndlvqsz1o,GATEWAY_SETTLEMENT,pay_VWF4RMWS_2,597007,INR,2026-08-22,2026-08-26T00:49:28.632Z,GATEWAY_SPLIT_SETTLEMENT: 5970.07 INR,"{""reference"":""pay_VWF4RMWS_2""}"
tx_z2au1xgytai,GATEWAY_SETTLEMENT,pay_VWF4RMWS_3,597007,INR,2026-08-22,2026-08-26T07:40:16.632Z,GATEWAY_SPLIT_SETTLEMENT: 5970.07 INR,"{""reference"":""pay_VWF4RMWS_3""}"
tx_2poip9q3sqx,GATEWAY_SETTLEMENT,pay_VWF4RMWS_4,597007,INR,2026-08-22,2026-08-26T07:17:25.632Z,GATEWAY_SPLIT_SETTLEMENT: 5970.07 INR,"{""reference"":""pay_VWF4RMWS_4""}"
tx_r7qjvtrh2rb,GATEWAY_SETTLEMENT,pay_VWF4RMWS_5,597005,INR,2026-08-22,2026-08-26T16:00:13.632Z,GATEWAY_SPLIT_SETTLEMENT: 5970.05 INR,"{""reference"":""pay_VWF4RMWS_5""}"
tx_8zf7t5wkz0h,GATEWAY_SETTLEMENT,pay_8HJFY7RS,820500,INR,2026-08-18,2026-08-26T02:27:23.632Z,GATEWAY_SETTLEMENT: 8205 INR,"{""reference"":""pay_8HJFY7RS""}"
tx_26dpytmck7b,GATEWAY_SETTLEMENT,pay_W88SPFNP_1,995096,INR,2026-07-29,2026-08-26T08:09:01.632Z,GATEWAY_SPLIT_SETTLEMENT: 9950.96 INR,"{""reference"":""pay_W88SPFNP_1""}"
tx_gawujjoaj9h,GATEWAY_SETTLEMENT,pay_W88SPFNP_2,995096,INR,2026-07-29,2026-08-26T12:08:28.632Z,GATEWAY_SPLIT_SETTLEMENT: 9950.96 INR,"{""reference"":""pay_W88SPFNP_2""}"
tx_vm08xhhufm,GATEWAY_SETTLEMENT,pay_W88SPFNP_3,995096,INR,2026-07-29,2026-08-26T04:22:23.632Z,GATEWAY_SPLIT_SETTLEMENT: 9950.96 INR,"{""reference"":""pay_W88SPFNP_3""}"
tx_81uavcuk8h9,GATEWAY_SETTLEMENT,pay_W88SPFNP_4,995095,INR,2026-07-29,2026-08-25T23:28:46.632Z,GATEWAY_SPLIT_SETTLEMENT: 9950.95 INR,"{""reference"":""pay_W88SPFNP_4""}"
tx_h2blsetirgj,GATEWAY_SETTLEMENT,pay_77HOZXIJ,1137448,INR,2026-08-20,2026-08-26T04:14:17.632Z,GATEWAY_SALE: 11374.48 INR,"{""reference"":""pay_77HOZXIJ""}"
tx_sbut4mcmhq,GATEWAY_SETTLEMENT,pay_77HOZXIJ-REF,-284362,INR,2026-08-20,2026-08-26T12:18:51.632Z,GATEWAY_REFUND: -2843.62 INR,"{""reference"":""pay_77HOZXIJ-REF""}"
tx_kztaayvk05d,GATEWAY_SETTLEMENT,pay_1KADL1XT_1,1103291,INR,2026-08-14,2026-08-26T02:46:58.633Z,GATEWAY_SPLIT_SETTLEMENT: 11032.91 INR,"{""reference"":""pay_1KADL1XT_1""}"
tx_ajazrhrk0je,GATEWAY_SETTLEMENT,pay_1KADL1XT_2,1103290,INR,2026-08-14,2026-08-25T19:53:43.633Z,GATEWAY_SPLIT_SETTLEMENT: 11032.9 INR,"{""reference"":""pay_1KADL1XT_2""}"
tx_xw1x5vguaf,GATEWAY_SETTLEMENT,pay_VXBMDHAJ_1,781618,INR,2026-08-02,2026-08-26T10:05:41.633Z,GATEWAY_SPLIT_SETTLEMENT: 7816.18 INR,"{""reference"":""pay_VXBMDHAJ_1""}"
tx_5taaxb19mcr,GATEWAY_SETTLEMENT,pay_VXBMDHAJ_2,781618,INR,2026-08-02,2026-08-26T06:49:35.633Z,GATEWAY_SPLIT_SETTLEMENT: 7816.18 INR,"{""reference"":""pay_VXBMDHAJ_2""}"
tx_lfqg65bxfe,GATEWAY_SETTLEMENT,pay_VXBMDHAJ_3,781618,INR,2026-08-02,2026-08-26T09:59:21.633Z,GATEWAY_SPLIT_SETTLEMENT: 7816.18 INR,"{""reference"":""pay_VXBMDHAJ_3""}"
tx_91r0d86ygtt,GATEWAY_SETTLEMENT,pay_VXBMDHAJ_4,781619,INR,2026-08-02,2026-08-26T03:33:27.633Z,GATEWAY_SPLIT_SETTLEMENT: 7816.19 INR,"{""reference"":""pay_VXBMDHAJ_4""}"
tx_wiseasu8jlo,GATEWAY_SETTLEMENT,pay_1VLSP1TO,2818147,INR,2026-08-24,2026-08-25T06:30:42.633Z,SQUARE PAYMENT: 28181.47 INR,"{""gatewayProvider"":""STRIPE""}"
tx_avsl9ql7m5,GATEWAY_SETTLEMENT,pay_W0S19SC7,1397946,INR,2026-07-18,2026-08-26T09:13:20.633Z,GATEWAY_SETTLEMENT: 13979.46 INR,"{""reference"":""pay_W0S19SC7""}"
tx_k2evhx4568b,GATEWAY_SETTLEMENT,pay_CAHQEMK3_1,1357610,INR,2026-07-12,2026-08-25T20:15:13.633Z,GATEWAY_SPLIT_SETTLEMENT: 13576.1 INR,"{""reference"":""pay_CAHQEMK3_1""}"
tx_vd9kfk28yip,GATEWAY_SETTLEMENT,pay_CAHQEMK3_2,1357609,INR,2026-07-12,2026-08-26T14:11:34.633Z,GATEWAY_SPLIT_SETTLEMENT: 13576.09 INR,"{""reference"":""pay_CAHQEMK3_2""}"
tx_u8bs0fuu40e,GATEWAY_SETTLEMENT,pay_LD4O8Z8W,3564411,INR,2026-08-02,2026-08-26T11:29:00.633Z,GATEWAY_SETTLEMENT: 35644.11 INR,"{""reference"":""pay_LD4O8Z8W""}"
tx_2rt328xvpls,GATEWAY_SETTLEMENT,pay_1CERZ25W_1,373585,INR,2026-07-30,2026-08-26T11:48:04.633Z,GATEWAY_SPLIT_SETTLEMENT: 3735.85 INR,"{""reference"":""pay_1CERZ25W_1""}"
tx_yg7dm9gprem,GATEWAY_SETTLEMENT,pay_1CERZ25W_2,373585,INR,2026-07-30,2026-08-26T12:23:29.633Z,GATEWAY_SPLIT_SETTLEMENT: 3735.85 INR,"{""reference"":""pay_1CERZ25W_2""}"
tx_bc0vusurbgv,GATEWAY_SETTLEMENT,pay_1CERZ25W_3,373585,INR,2026-07-30,2026-08-26T06:39:40.633Z,GATEWAY_SPLIT_SETTLEMENT: 3735.85 INR,"{""reference"":""pay_1CERZ25W_3""}"
tx_it9340xh5wh,GATEWAY_SETTLEMENT,pay_1CERZ25W_4,373585,INR,2026-07-30,2026-08-26T03:38:07.633Z,GATEWAY_SPLIT_SETTLEMENT: 3735.85 INR,"{""reference"":""pay_1CERZ25W_4""}"
tx_j26f4rniea,GATEWAY_SETTLEMENT,pay_1CERZ25W_5,373583,INR,2026-07-30,2026-08-26T11:01:19.633Z,GATEWAY_SPLIT_SETTLEMENT: 3735.83 INR,"{""reference"":""pay_1CERZ25W_5""}"
tx_kjstydck4sb,GATEWAY_SETTLEMENT,pay_XMBQQT8Q_1,1547047,INR,2026-07-31,2026-08-26T17:55:43.633Z,GATEWAY_SPLIT_SETTLEMENT: 15470.47 INR,"{""reference"":""pay_XMBQQT8Q_1""}"
tx_bt55f5mgknu,GATEWAY_SETTLEMENT,pay_XMBQQT8Q_2,1547047,INR,2026-07-31,2026-08-26T14:53:54.633Z,GATEWAY_SPLIT_SETTLEMENT: 15470.47 INR,"{""reference"":""pay_XMBQQT8Q_2""}"
tx_uev216dcukf,GATEWAY_SETTLEMENT,pay_JLC2CRMN,3964836,INR,2026-08-15,2026-08-25T19:06:40.633Z,GATEWAY_SALE: 39648.36 INR,"{""reference"":""pay_JLC2CRMN""}"
tx_60k5zrbro6s,GATEWAY_SETTLEMENT,pay_JLC2CRMN-REF,-991209,INR,2026-08-15,2026-08-26T06:54:55.633Z,GATEWAY_REFUND: -9912.09 INR,"{""reference"":""pay_JLC2CRMN-REF""}"
tx_dym3iz2dy1k,GATEWAY_SETTLEMENT,pay_CKQGSZM6,3775554,INR,2026-08-09,2026-08-26T07:33:03.633Z,GATEWAY_SETTLEMENT: 37755.54 INR,"{""reference"":""pay_CKQGSZM6""}"
tx_4mav4vibtd9,GATEWAY_SETTLEMENT,pay_B64IGPRF,4369575,INR,2026-07-13,2026-08-26T04:13:06.633Z,GATEWAY_SETTLEMENT: 43695.75 INR,"{""reference"":""pay_B64IGPRF""}"
tx_2kv8rlcv43v,GATEWAY_SETTLEMENT,pay_1STRAWT7_1,274479,INR,2026-08-14,2026-08-26T11:16:10.633Z,GATEWAY_SPLIT_SETTLEMENT: 2744.79 INR,"{""reference"":""pay_1STRAWT7_1""}"
tx_dd22hsr6n7j,GATEWAY_SETTLEMENT,pay_1STRAWT7_2,274479,INR,2026-08-14,2026-08-26T11:09:54.633Z,GATEWAY_SPLIT_SETTLEMENT: 2744.79 INR,"{""reference"":""pay_1STRAWT7_2""}"
tx_5ow55xhphio,GATEWAY_SETTLEMENT,pay_1STRAWT7_3,274479,INR,2026-08-14,2026-08-26T14:31:21.633Z,GATEWAY_SPLIT_SETTLEMENT: 2744.79 INR,"{""reference"":""pay_1STRAWT7_3""}"
tx_k8dnqjkv29,GATEWAY_SETTLEMENT,pay_1STRAWT7_4,274479,INR,2026-08-14,2026-08-26T13:32:43.633Z,GATEWAY_SPLIT_SETTLEMENT: 2744.79 INR,"{""reference"":""pay_1STRAWT7_4""}"
tx_nhycboxazz,GATEWAY_SETTLEMENT,pay_1STRAWT7_5,274481,INR,2026-08-14,2026-08-26T05:18:57.633Z,GATEWAY_SPLIT_SETTLEMENT: 2744.81 INR,"{""reference"":""pay_1STRAWT7_5""}"
tx_62w6xr8q83y,GATEWAY_SETTLEMENT,pay_MG71RXF3_1,33973,INR,2026-07-16,2026-08-26T05:57:29.633Z,GATEWAY_SPLIT_SETTLEMENT: 339.73 INR,"{""reference"":""pay_MG71RXF3_1""}"
tx_jl32y5rei2n,GATEWAY_SETTLEMENT,pay_MG71RXF3_2,33973,INR,2026-07-16,2026-08-26T18:27:41.633Z,GATEWAY_SPLIT_SETTLEMENT: 339.73 INR,"{""reference"":""pay_MG71RXF3_2""}"
tx_ezdq14u17xt,GATEWAY_SETTLEMENT,pay_MG71RXF3_3,33973,INR,2026-07-16,2026-08-25T21:06:30.633Z,GATEWAY_SPLIT_SETTLEMENT: 339.73 INR,"{""reference"":""pay_MG71RXF3_3""}"
tx_nsw6lzxzcpn,GATEWAY_SETTLEMENT,pay_MG71RXF3_4,33973,INR,2026-07-16,2026-08-26T05:59:34.633Z,GATEWAY_SPLIT_SETTLEMENT: 339.73 INR,"{""reference"":""pay_MG71RXF3_4""}"
tx_6ek3rjd03f2,GATEWAY_SETTLEMENT,pay_MG71RXF3_5,33972,INR,2026-07-16,2026-08-26T02:22:48.633Z,GATEWAY_SPLIT_SETTLEMENT: 339.72 INR,"{""reference"":""pay_MG71RXF3_5""}"
tx_iadiizcbifr,GATEWAY_SETTLEMENT,pay_11BU68LK_1,702085,INR,2026-07-22,2026-08-26T17:09:20.633Z,GATEWAY_SPLIT_SETTLEMENT: 7020.85 INR,"{""reference"":""pay_11BU68LK_1""}"
tx_dr91oy7t9av,GATEWAY_SETTLEMENT,pay_11BU68LK_2,702085,INR,2026-07-22,2026-08-26T08:49:05.633Z,GATEWAY_SPLIT_SETTLEMENT: 7020.85 INR,"{""reference"":""pay_11BU68LK_2""}"
tx_df9ykllwzdm,GATEWAY_SETTLEMENT,pay_11BU68LK_3,702085,INR,2026-07-22,2026-08-26T04:29:09.633Z,GATEWAY_SPLIT_SETTLEMENT: 7020.85 INR,"{""reference"":""pay_11BU68LK_3""}"
tx_dtl6xnhljn8,GATEWAY_SETTLEMENT,pay_11BU68LK_4,702084,INR,2026-07-22,2026-08-26T18:07:29.633Z,GATEWAY_SPLIT_SETTLEMENT: 7020.84 INR,"{""reference"":""pay_11BU68LK_4""}"
tx_ud9iwayd0sh,GATEWAY_SETTLEMENT,pay_GDK16Q3J_1,885617,INR,2026-08-08,2026-08-26T15:49:38.633Z,GATEWAY_SPLIT_SETTLEMENT: 8856.17 INR,"{""reference"":""pay_GDK16Q3J_1""}"
tx_atahjbbuudf,GATEWAY_SETTLEMENT,pay_GDK16Q3J_2,885617,INR,2026-08-08,2026-08-26T00:55:33.633Z,GATEWAY_SPLIT_SETTLEMENT: 8856.17 INR,"{""reference"":""pay_GDK16Q3J_2""}"
tx_g2x1uakk63w,GATEWAY_SETTLEMENT,pay_GDK16Q3J_3,885617,INR,2026-08-08,2026-08-26T00:13:08.633Z,GATEWAY_SPLIT_SETTLEMENT: 8856.17 INR,"{""reference"":""pay_GDK16Q3J_3""}"
tx_mna9sty0fdn,GATEWAY_SETTLEMENT,pay_GDK16Q3J_4,885617,INR,2026-08-08,2026-08-25T22:55:10.633Z,GATEWAY_SPLIT_SETTLEMENT: 8856.17 INR,"{""reference"":""pay_GDK16Q3J_4""}"
tx_bxtdld1q3lg,GATEWAY_SETTLEMENT,pay_GDK16Q3J_5,885617,INR,2026-08-08,2026-08-25T18:46:14.633Z,GATEWAY_SPLIT_SETTLEMENT: 8856.17 INR,"{""reference"":""pay_GDK16Q3J_5""}"
tx_nrsdptpidfl,GATEWAY_SETTLEMENT,pay_1PZLWIMJ,2952929,INR,2026-08-15,2026-08-26T03:10:29.633Z,GATEWAY_SETTLEMENT: 29529.29 INR,"{""reference"":""pay_1PZLWIMJ""}"
tx_npz6xjkgy9,GATEWAY_SETTLEMENT,pay_D2H30G8P,2793109,INR,2026-08-02,2026-08-25T19:36:19.633Z,GATEWAY_SALE: 27931.09 INR,"{""reference"":""pay_D2H30G8P""}"
tx_h68tlh7rx9e,GATEWAY_SETTLEMENT,pay_D2H30G8P-REF,-698277,INR,2026-08-02,2026-08-26T14:48:00.633Z,GATEWAY_REFUND: -6982.77 INR,"{""reference"":""pay_D2H30G8P-REF""}"
tx_75c9fgdxtk4,GATEWAY_SETTLEMENT,pay_ESLKHQVN_1,64982,INR,2026-08-03,2026-08-25T22:02:24.633Z,GATEWAY_SPLIT_SETTLEMENT: 649.82 INR,"{""reference"":""pay_ESLKHQVN_1""}"
tx_nnjfk7qhred,GATEWAY_SETTLEMENT,pay_ESLKHQVN_2,64982,INR,2026-08-03,2026-08-26T13:23:15.633Z,GATEWAY_SPLIT_SETTLEMENT: 649.82 INR,"{""reference"":""pay_ESLKHQVN_2""}"
tx_0rmnalkc69li,GATEWAY_SETTLEMENT,pay_ESLKHQVN_3,64982,INR,2026-08-03,2026-08-26T12:47:55.633Z,GATEWAY_SPLIT_SETTLEMENT: 649.82 INR,"{""reference"":""pay_ESLKHQVN_3""}"
tx_f25crpksme6,GATEWAY_SETTLEMENT,pay_CTF0AZ6G,3056049,INR,2026-07-17,2026-08-26T09:55:21.633Z,GATEWAY_SALE: 30560.49 INR,"{""reference"":""pay_CTF0AZ6G""}"
tx_lqhi24gnam,GATEWAY_SETTLEMENT,pay_CTF0AZ6G-REF,-764012,INR,2026-07-17,2026-08-26T11:36:35.633Z,GATEWAY_REFUND: -7640.12 INR,"{""reference"":""pay_CTF0AZ6G-REF""}"
tx_g6ww1psg0z,GATEWAY_SETTLEMENT,pay_SDCOVC3M,2064599,INR,2026-08-19,2026-08-26T06:29:44.633Z,GATEWAY_SETTLEMENT: 20645.99 INR,"{""reference"":""pay_SDCOVC3M""}"
tx_wz4khuknf9o,GATEWAY_SETTLEMENT,pay_PT9830FU,3521548,INR,2026-07-23,2026-08-26T00:12:51.633Z,GATEWAY_SALE: 35215.48 INR,"{""reference"":""pay_PT9830FU""}"
tx_4cuxv4jqslu,GATEWAY_SETTLEMENT,pay_PT9830FU-REF,-880387,INR,2026-07-23,2026-08-26T04:54:18.633Z,GATEWAY_REFUND: -8803.87 INR,"{""reference"":""pay_PT9830FU-REF""}"
tx_m5w4ouonog,GATEWAY_SETTLEMENT,pay_O65DJ6DB,359546,INR,2026-07-23,2026-08-26T03:55:46.633Z,GATEWAY_SETTLEMENT: 3595.46 INR,"{""reference"":""pay_O65DJ6DB""}"
tx_2yelk7mpoxh,GATEWAY_SETTLEMENT,pay_HTSYLTT1,4424133,INR,2026-08-10,2026-08-25T20:26:35.633Z,GATEWAY_SETTLEMENT: 44241.33 INR,"{""reference"":""pay_HTSYLTT1""}"
tx_cegivup6jeu,GATEWAY_SETTLEMENT,pay_S2U28NKZ,2714593,INR,2026-08-10,2026-08-26T02:56:42.634Z,GATEWAY_SALE: 27145.93 INR,"{""reference"":""pay_S2U28NKZ""}"
tx_0gkkane08var,GATEWAY_SETTLEMENT,pay_S2U28NKZ-REF,-678648,INR,2026-08-10,2026-08-26T04:11:30.634Z,GATEWAY_REFUND: -6786.48 INR,"{""reference"":""pay_S2U28NKZ-REF""}"
tx_sn0xygxgcl,GATEWAY_SETTLEMENT,pay_ZV5D7KVA,1987278,INR,2026-07-12,2026-08-25T19:02:42.634Z,GATEWAY_SETTLEMENT: 19872.78 INR,"{""reference"":""pay_ZV5D7KVA""}"
tx_186yh1i7fge,GATEWAY_SETTLEMENT,pay_IHUCMJRJ,844740,INR,2026-07-10,2026-08-26T04:06:26.634Z,GATEWAY_SETTLEMENT: 8447.4 INR,"{""reference"":""pay_IHUCMJRJ""}"
tx_xwtuq7cuh3l,GATEWAY_SETTLEMENT,pay_NTIPS8JM,1345914,INR,2026-07-17,2026-08-26T17:30:32.634Z,GATEWAY_SETTLEMENT: 13459.14 INR,"{""reference"":""pay_NTIPS8JM""}"
tx_ufhpw97jox,GATEWAY_SETTLEMENT,pay_KWYOLZTI,1801365,INR,2026-07-26,2026-08-25T14:08:24.634Z,RAZORPAY PAYMENT: 18013.65 INR,"{""gatewayProvider"":""STRIPE""}"
tx_qxlqq40bgm,GATEWAY_SETTLEMENT,pay_XXORQX8A,3239671,INR,2026-07-16,2026-08-26T12:12:09.634Z,GATEWAY_SETTLEMENT: 32396.71 INR,"{""reference"":""pay_XXORQX8A""}"
tx_n1o9otd2wp,GATEWAY_SETTLEMENT,pay_1FUYGIX1_1,894473,INR,2026-07-10,2026-08-26T13:35:21.634Z,GATEWAY_SPLIT_SETTLEMENT: 8944.73 INR,"{""reference"":""pay_1FUYGIX1_1""}"
tx_ukl1f14xgab,GATEWAY_SETTLEMENT,pay_1FUYGIX1_2,894473,INR,2026-07-10,2026-08-26T11:09:30.634Z,GATEWAY_SPLIT_SETTLEMENT: 8944.73 INR,"{""reference"":""pay_1FUYGIX1_2""}"
tx_4t5qd4e282x,GATEWAY_SETTLEMENT,pay_1FUYGIX1_3,894472,INR,2026-07-10,2026-08-25T21:13:28.634Z,GATEWAY_SPLIT_SETTLEMENT: 8944.72 INR,"{""reference"":""pay_1FUYGIX1_3""}"
tx_vvtik7q1ty,GATEWAY_SETTLEMENT,pay_QBGPJHV7,2891807,INR,2026-08-08,2026-08-26T01:03:20.634Z,GATEWAY_SETTLEMENT: 28918.07 INR,"{""reference"":""pay_QBGPJHV7""}"
tx_5zvg62l2fqt,GATEWAY_SETTLEMENT,pay_G5T4EHFL,2386031,INR,2026-08-11,2026-08-25T19:29:36.634Z,GATEWAY_SETTLEMENT: 23860.31 INR,"{""reference"":""pay_G5T4EHFL""}"
tx_aadv357kroj,GATEWAY_SETTLEMENT,pay_EL6WCEN3,2918135,INR,2026-07-19,2026-08-25T23:10:48.634Z,GATEWAY_SETTLEMENT: 29181.35 INR,"{""reference"":""pay_EL6WCEN3""}"
tx_v7umm85vah,GATEWAY_SETTLEMENT,PAY_Z0RLCJ3G,4234877,INR,2026-07-24,2026-08-26T05:47:01.634Z,GATEWAY_SETTLEMENT: 42348.77 INR,"{""reference"":""PAY_Z0RLCJ3G""}"
tx_qrnlrw0lcg,GATEWAY_SETTLEMENT,pay_4D6HKGX8,1530516,INR,2026-07-31,2026-08-26T05:41:18.634Z,GATEWAY_SETTLEMENT: 15305.16 INR,"{""reference"":""pay_4D6HKGX8""}"
tx_2s2rk3uosvp,GATEWAY_SETTLEMENT,pay_2ZBK4775,3739735,INR,2026-07-15,2026-08-26T01:28:42.634Z,GATEWAY_SETTLEMENT: 37397.35 INR,"{""reference"":""pay_2ZBK4775""}"
tx_katfzy1sd88,GATEWAY_SETTLEMENT,pay_S8YD5DGZ,2804481,INR,2026-08-13,2026-08-26T15:48:19.634Z,GATEWAY_SETTLEMENT: 28044.81 INR,"{""reference"":""pay_S8YD5DGZ""}"
tx_p2ksu4bnm8o,GATEWAY_SETTLEMENT,pay_BJYLD1M7,1845685,INR,2026-08-15,2026-08-26T13:38:09.634Z,GATEWAY_SETTLEMENT: 18456.85 INR,"{""reference"":""pay_BJYLD1M7""}"
tx_ypkcr8m51h,GATEWAY_SETTLEMENT,pay_WXFF45FA_1,990846,INR,2026-07-30,2026-08-26T12:10:22.634Z,GATEWAY_SPLIT_SETTLEMENT: 9908.46 INR,"{""reference"":""pay_WXFF45FA_1""}"
tx_mdc5ks1124c,GATEWAY_SETTLEMENT,pay_WXFF45FA_2,990846,INR,2026-07-30,2026-08-26T00:05:53.634Z,GATEWAY_SPLIT_SETTLEMENT: 9908.46 INR,"{""reference"":""pay_WXFF45FA_2""}"
