[2026-08-27T06:59:27.258Z] Model: embedding-001, Latency: 134.8092734154106ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:55.543Z] Model: embedding-001, Latency: 123.87416878659656ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:56.058Z] Model: embedding-001, Latency: 87.98701593723015ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:56.427Z] Model: embedding-001, Latency: 88.93882987954689ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:56.868Z] Model: embedding-001, Latency: 117.858665921484ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:57.253Z] Model: embedding-001, Latency: 78.12787965445747ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:57.613Z] Model: embedding-001, Latency: 140.60395656577248ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:58.035Z] Model: embedding-001, Latency: 143.13527086899148ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:58.617Z] Model: embedding-001, Latency: 55.80623531671387ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:59.054Z] Model: embedding-001, Latency: 114.33695442945687ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:59.507Z] Model: embedding-001, Latency: 93.63499601342099ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:00:59.956Z] Model: embedding-001, Latency: 109.55554990078835ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:00.379Z] Model: embedding-001, Latency: 142.47300518417853ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:00.751Z] Model: embedding-001, Latency: 58.08479684177266ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:01.131Z] Model: embedding-001, Latency: 129.36405549251893ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:01.468Z] Model: embedding-001, Latency: 109.90652794285162ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:01.894Z] Model: embedding-001, Latency: 75.66755391470483ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:02.339Z] Model: embedding-001, Latency: 63.77098284950825ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:02.819Z] Model: embedding-001, Latency: 58.69974140965526ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:03.233Z] Model: embedding-001, Latency: 63.49077602560832ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:03.799Z] Model: embedding-001, Latency: 97.36105507061802ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:04.389Z] Model: embedding-001, Latency: 54.730305358152435ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:04.867Z] Model: embedding-001, Latency: 76.03229639961981ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:05.292Z] Model: embedding-001, Latency: 100.96228748910889ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:05.721Z] Model: embedding-001, Latency: 121.9009994232121ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:06.160Z] Model: embedding-001, Latency: 123.66524253524983ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:06.595Z] Model: embedding-001, Latency: 61.672734185781295ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:06.937Z] Model: embedding-001, Latency: 69.89905628164323ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:07.234Z] Model: embedding-001, Latency: 128.63131366989418ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:07.548Z] Model: embedding-001, Latency: 145.26505020641065ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:07.891Z] Model: embedding-001, Latency: 112.7557907510311ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:08.181Z] Model: embedding-001, Latency: 64.72361007245445ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:08.469Z] Model: embedding-001, Latency: 147.91346585778155ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:08.813Z] Model: embedding-001, Latency: 97.75903488166048ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:09.223Z] Model: embedding-001, Latency: 113.07731087441402ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:09.562Z] Model: embedding-001, Latency: 68.56977269982087ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:09.995Z] Model: embedding-001, Latency: 85.0933050922705ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:10.324Z] Model: embedding-001, Latency: 85.0679596166218ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:10.742Z] Model: embedding-001, Latency: 132.14793447638942ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:11.196Z] Model: embedding-001, Latency: 134.3640243365709ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:11.583Z] Model: embedding-001, Latency: 145.93930717852243ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:11.961Z] Model: embedding-001, Latency: 95.38093275560237ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:12.316Z] Model: embedding-001, Latency: 141.547057452663ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:12.676Z] Model: embedding-001, Latency: 133.7126463220825ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:13.067Z] Model: embedding-001, Latency: 87.02672166902138ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:13.420Z] Model: embedding-001, Latency: 70.39556881455107ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:13.740Z] Model: embedding-001, Latency: 53.468674039475964ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:14.080Z] Model: embedding-001, Latency: 144.00511389728268ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:14.647Z] Model: embedding-001, Latency: 130.92600344086478ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:15.190Z] Model: embedding-001, Latency: 109.70547645160333ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:15.753Z] Model: embedding-001, Latency: 126.29086903240061ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:16.130Z] Model: embedding-001, Latency: 116.80810614445377ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:16.594Z] Model: embedding-001, Latency: 139.7056769984839ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:16.906Z] Model: embedding-001, Latency: 126.5716156279425ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:17.241Z] Model: embedding-001, Latency: 97.9409906044853ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:17.824Z] Model: embedding-001, Latency: 143.92120498503567ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:18.145Z] Model: embedding-001, Latency: 83.43163235990535ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:18.540Z] Model: embedding-001, Latency: 144.78258810126889ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:18.846Z] Model: embedding-001, Latency: 99.22559905930905ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:19.158Z] Model: embedding-001, Latency: 113.48036625938133ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:19.479Z] Model: embedding-001, Latency: 74.0967063863547ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:19.790Z] Model: embedding-001, Latency: 91.86099955202447ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:20.088Z] Model: embedding-001, Latency: 109.8563700764793ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:20.386Z] Model: embedding-001, Latency: 112.87848637730136ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:20.996Z] Model: embedding-001, Latency: 63.485760932127455ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:21.410Z] Model: embedding-001, Latency: 123.69978191851091ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:21.785Z] Model: embedding-001, Latency: 92.90371938544993ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:22.277Z] Model: embedding-001, Latency: 119.6449736533676ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:22.947Z] Model: embedding-001, Latency: 73.47860605563925ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:23.278Z] Model: embedding-001, Latency: 53.26460653616271ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:23.703Z] Model: embedding-001, Latency: 114.68304441925847ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:24.141Z] Model: embedding-001, Latency: 108.92136827132515ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:24.604Z] Model: embedding-001, Latency: 125.06378936286285ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:25.048Z] Model: embedding-001, Latency: 121.9625938340471ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:25.628Z] Model: embedding-001, Latency: 145.24127643655913ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:26.435Z] Model: embedding-001, Latency: 56.681347179353715ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:26.883Z] Model: embedding-001, Latency: 130.85341627746243ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:27.183Z] Model: embedding-001, Latency: 75.7583822301238ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:27.551Z] Model: embedding-001, Latency: 102.43596348343536ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:27.909Z] Model: embedding-001, Latency: 68.97581181656506ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:28.215Z] Model: embedding-001, Latency: 55.405737467633756ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:28.521Z] Model: embedding-001, Latency: 117.71277989533029ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:28.882Z] Model: embedding-001, Latency: 142.44941911707207ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:29.206Z] Model: embedding-001, Latency: 68.31653825517132ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:29.780Z] Model: embedding-001, Latency: 115.57774905134113ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:31.135Z] Model: embedding-001, Latency: 124.27450720703429ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:45.779Z] Model: embedding-001, Latency: 146.692475164372ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:46.647Z] Model: embedding-001, Latency: 107.02768305923252ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:47.314Z] Model: embedding-001, Latency: 55.444401953516184ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:47.638Z] Model: embedding-001, Latency: 61.61264201056588ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:48.032Z] Model: embedding-001, Latency: 142.17559265642132ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:48.363Z] Model: embedding-001, Latency: 57.22408377400391ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:48.702Z] Model: embedding-001, Latency: 82.89916187817758ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:49.360Z] Model: embedding-001, Latency: 113.97872734918391ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:54.496Z] Model: embedding-001, Latency: 121.60486203709446ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:55.105Z] Model: embedding-001, Latency: 119.12569822137094ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:55.814Z] Model: embedding-001, Latency: 133.97907382209127ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:56.428Z] Model: embedding-001, Latency: 89.98440843338524ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:56.760Z] Model: embedding-001, Latency: 108.42668910850882ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:57.063Z] Model: embedding-001, Latency: 53.893831673700774ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:57.352Z] Model: embedding-001, Latency: 112.62285919278473ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:57.634Z] Model: embedding-001, Latency: 96.28023015232174ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:57.964Z] Model: embedding-001, Latency: 65.11404919375617ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:58.279Z] Model: embedding-001, Latency: 117.74738496717565ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:58.583Z] Model: embedding-001, Latency: 146.26234761250757ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:58.887Z] Model: embedding-001, Latency: 93.58118493346569ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:59.295Z] Model: embedding-001, Latency: 94.04588206530309ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:59.601Z] Model: embedding-001, Latency: 86.07583752312107ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:01:59.924Z] Model: embedding-001, Latency: 113.75261841632782ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:00.217Z] Model: embedding-001, Latency: 109.09846067028583ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:00.535Z] Model: embedding-001, Latency: 80.66329600227294ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:00.847Z] Model: embedding-001, Latency: 96.1779250365479ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:01.156Z] Model: embedding-001, Latency: 84.90415249628947ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:01.500Z] Model: embedding-001, Latency: 143.1075535172086ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:01.855Z] Model: embedding-001, Latency: 128.22018934154556ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:02.153Z] Model: embedding-001, Latency: 51.52669051378314ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:02.470Z] Model: embedding-001, Latency: 63.36077878386567ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:02.784Z] Model: embedding-001, Latency: 83.73475001868707ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:03.131Z] Model: embedding-001, Latency: 56.21668672609519ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:03.493Z] Model: embedding-001, Latency: 74.72907183565064ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:03.831Z] Model: embedding-001, Latency: 119.86785502462892ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:04.362Z] Model: embedding-001, Latency: 76.50833625389956ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:04.723Z] Model: embedding-001, Latency: 97.52901025811384ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:05.059Z] Model: embedding-001, Latency: 67.81027410932262ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:05.366Z] Model: embedding-001, Latency: 142.25379849776755ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:05.684Z] Model: embedding-001, Latency: 59.512616834752286ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:06.054Z] Model: embedding-001, Latency: 139.91979728090854ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:06.386Z] Model: embedding-001, Latency: 116.07576506994809ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:06.688Z] Model: embedding-001, Latency: 136.24544078281014ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:07.085Z] Model: embedding-001, Latency: 56.953256491385375ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:07.385Z] Model: embedding-001, Latency: 92.87086434087846ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:07.692Z] Model: embedding-001, Latency: 87.81213233081343ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:07.983Z] Model: embedding-001, Latency: 141.56825269684504ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:08.278Z] Model: embedding-001, Latency: 63.39512639209674ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:08.573Z] Model: embedding-001, Latency: 58.02805043110922ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:08.918Z] Model: embedding-001, Latency: 67.41370379781456ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:09.215Z] Model: embedding-001, Latency: 131.99020853398457ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:09.535Z] Model: embedding-001, Latency: 52.219574451978204ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:09.843Z] Model: embedding-001, Latency: 144.58277685661471ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:10.157Z] Model: embedding-001, Latency: 99.66506497074212ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:10.559Z] Model: embedding-001, Latency: 103.63209339931544ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:10.969Z] Model: embedding-001, Latency: 90.41126067485249ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:11.379Z] Model: embedding-001, Latency: 119.25621173225449ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:11.721Z] Model: embedding-001, Latency: 81.84437543161059ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:12.019Z] Model: embedding-001, Latency: 91.00961010023329ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:12.381Z] Model: embedding-001, Latency: 74.12013733157094ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:12.709Z] Model: embedding-001, Latency: 101.0554188499107ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:13.016Z] Model: embedding-001, Latency: 127.08074748891107ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:13.326Z] Model: embedding-001, Latency: 84.05350821646886ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:13.632Z] Model: embedding-001, Latency: 133.25674918298807ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:13.935Z] Model: embedding-001, Latency: 62.68496217592179ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:14.349Z] Model: embedding-001, Latency: 148.4260324333801ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:14.662Z] Model: embedding-001, Latency: 98.85742313280022ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:14.952Z] Model: embedding-001, Latency: 137.23766381951023ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:15.250Z] Model: embedding-001, Latency: 148.70518343074386ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:15.577Z] Model: embedding-001, Latency: 128.49713506870575ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:15.882Z] Model: embedding-001, Latency: 137.2245542465101ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:16.191Z] Model: embedding-001, Latency: 133.072965615685ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:16.499Z] Model: embedding-001, Latency: 120.64042930643426ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:16.835Z] Model: embedding-001, Latency: 128.0127278636331ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:17.135Z] Model: embedding-001, Latency: 106.53771185172457ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:17.626Z] Model: embedding-001, Latency: 90.5189730799566ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:17.971Z] Model: embedding-001, Latency: 77.9170314549333ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:18.339Z] Model: embedding-001, Latency: 89.08687846390575ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:18.679Z] Model: embedding-001, Latency: 120.74238272627818ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:18.990Z] Model: embedding-001, Latency: 130.67391335038076ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:19.304Z] Model: embedding-001, Latency: 100.2237026619957ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:19.612Z] Model: embedding-001, Latency: 116.13456709592268ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:19.980Z] Model: embedding-001, Latency: 138.9818779568082ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:20.291Z] Model: embedding-001, Latency: 131.17980764262347ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:20.696Z] Model: embedding-001, Latency: 130.5631192540497ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:21.067Z] Model: embedding-001, Latency: 102.23230980877878ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:21.413Z] Model: embedding-001, Latency: 149.12859424746063ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:21.732Z] Model: embedding-001, Latency: 79.2168221848169ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:22.029Z] Model: embedding-001, Latency: 128.84065860189844ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:22.335Z] Model: embedding-001, Latency: 133.14347463535813ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:22.650Z] Model: embedding-001, Latency: 104.66463150526612ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:23.052Z] Model: embedding-001, Latency: 64.77186921035491ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:23.377Z] Model: embedding-001, Latency: 99.02178360181608ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:23.768Z] Model: embedding-001, Latency: 135.80031636152006ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:24.078Z] Model: embedding-001, Latency: 113.29415372132007ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:24.409Z] Model: embedding-001, Latency: 114.70468742733485ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:24.723Z] Model: embedding-001, Latency: 77.38859005269049ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:25.078Z] Model: embedding-001, Latency: 51.64559277977858ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:25.487Z] Model: embedding-001, Latency: 115.38761127980808ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:25.827Z] Model: embedding-001, Latency: 66.0475322139317ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:26.216Z] Model: embedding-001, Latency: 137.27742407019485ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:26.579Z] Model: embedding-001, Latency: 125.92363604109148ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:27.045Z] Model: embedding-001, Latency: 53.60628220448626ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:27.544Z] Model: embedding-001, Latency: 130.30730566857386ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:27.993Z] Model: embedding-001, Latency: 90.70581333672772ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:28.431Z] Model: embedding-001, Latency: 133.01092720943842ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:28.834Z] Model: embedding-001, Latency: 99.3582549747739ms, Tokens: 2, Cost: ₹0.0000
[2026-08-27T07:02:29.243Z] Model: embedding-001, Latency: 81.66067858766391ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:29.828Z] Model: embedding-001, Latency: 66.70813189796826ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:30.438Z] Model: embedding-001, Latency: 125.58659958185793ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:30.897Z] Model: embedding-001, Latency: 144.60305179159315ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:31.462Z] Model: embedding-001, Latency: 66.60122172509963ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:31.912Z] Model: embedding-001, Latency: 138.06215748511772ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:32.340Z] Model: embedding-001, Latency: 89.68404361735145ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:32.767Z] Model: embedding-001, Latency: 149.2446684349103ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:33.272Z] Model: embedding-001, Latency: 108.13451082083729ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:33.824Z] Model: embedding-001, Latency: 85.36700395109463ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:34.192Z] Model: embedding-001, Latency: 117.15131881663255ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:34.586Z] Model: embedding-001, Latency: 132.73804174447872ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:34.914Z] Model: embedding-001, Latency: 132.2650712107789ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:35.243Z] Model: embedding-001, Latency: 106.95371552096236ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:35.549Z] Model: embedding-001, Latency: 94.85216832165469ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:35.880Z] Model: embedding-001, Latency: 71.70152093794634ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:36.215Z] Model: embedding-001, Latency: 83.9304204845716ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:36.573Z] Model: embedding-001, Latency: 71.09845875151389ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:36.925Z] Model: embedding-001, Latency: 124.75738092107399ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:37.240Z] Model: embedding-001, Latency: 111.89821777530696ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:37.592Z] Model: embedding-001, Latency: 110.66379937453016ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:37.975Z] Model: embedding-001, Latency: 71.30684803370394ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:38.308Z] Model: embedding-001, Latency: 132.76877120838245ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:38.667Z] Model: embedding-001, Latency: 74.87020180855801ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:39.027Z] Model: embedding-001, Latency: 58.35558835114977ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:39.385Z] Model: embedding-001, Latency: 118.77291873607251ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:39.722Z] Model: embedding-001, Latency: 147.6607053265737ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:40.100Z] Model: embedding-001, Latency: 74.11780443642213ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:40.448Z] Model: embedding-001, Latency: 142.3532383724637ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:40.869Z] Model: embedding-001, Latency: 82.27755636214954ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:41.269Z] Model: embedding-001, Latency: 62.21082355001592ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:41.632Z] Model: embedding-001, Latency: 142.1974797344772ms, Tokens: 1, Cost: ₹0.0000
